Nom,Type de whisky,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Iodé,Fruité,Floral/Végétal,Malté,Organique,Vivacité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
THE BALVENIE 17 ANS DOUBLEWOOD 43%,SINGLE MALT,43.0,THE BALVENIE,ECOSSE,139.0,10,0,0,10,0,0,0,4,6,Roux,"Chêne élégant, vanille, miel, pomme verte.","Fruits secs, sorbet épicé, amandes grillées et cannelle, caramel crémeux, chêne, vanille.",17,"David C. Stewart, maître de chais The Balvenie depuis 1974, a vu passer bien des fûts, sous son œil expert, pour confectionner des single malts de renommée mondiale.
En 1983, il essaye pour la première de porter à maturation The Balvenie en utilisant deux types de bois différents successivement. The Balvenie Classic est né.
Depuis, la pratique s'est démocratisée dans le monde du whisky et la marque a continué sur sa lancée en créant The Balvenie Doublewood 12 ans ainsi que son grand frère, le Doublewood 17 ans.
Ce whisky séjourne la première partie de sa vie en fût de chêne américain, qui lui apporte des notes vanillées. Puis, il est transféré dans des fûts de chêne européens ayant contenus du xérès, lui permettant d'acquérir une certaine complexité et un profil sur les épices, les fruits secs, le caramel. Une profondeur aromatique digne des grands !",https://vandb.fr/the-balvenie-17-ans-doublewood-43-.html
THE GLENLIVET 25 ANS 43%,SINGLE MALT,43.0,THE GLENLIVET,ECOSSE,399.0,8,0,0,10,0,0,0,2,0,Acajou,"Riche, intense, Sherry, fruits secs, fruits rouges, épices","Épices, zeste d'orange, fruits secs, figue",25,"La distillerie fût créée par George Smith. Mais The Glenlivet, c'est avant tout une histoire de chance ! En effet, la distillerie étant très isolée, elle échappa à l'ensemble des contrôles des autorités avant d'obtenir sa licence officielle en 1824.
Et pourquoi ""The"" Glenlivet ? Dans les années folles, beaucoup de distilleries ont voulu se nommer ainsi. Le fondateur obtient alors le droit de se nommer THE Glenlivet (la seule de la vallée du Livet) pour se différencier des copieurs.
On vous présente ici un whisky du Speyside de 25 ans d'âge. Un single malt issu des meilleurs fûts distillés pendant les années 80. Pas du tout disco et plutôt franc, droit et équilibré, The Glenlivet 25 ans d'âge présente au nez des arômes de Xérès dû à son vieillissement en fûts de sherry. En bouche, c'est l'orange, le piment, la cannelle et le chocolat noir qui prennent le relais.
Envie d'un petit bonbon d'un quart de siècle ?",https://vandb.fr/the-glenlivet-25-ans-43-.html
"PORT ASKAIG 8 ANS 45,8%",SINGLE MALT,45.8,CAOL ILA,ECOSSE,57.9,0,6,4,8,6,4,0,6,0,Jonquille,"Zeste d'agrumes, fumée, iode","Herbacée, fruits frais, malt, fumée douce",8,"Port Askaig est une gamme de whiskies signée Speciality Drinks, qui a fait de l'île d'Islay son terrain de jeu, cherchant avec obstination des whiskies d'exception.
Ce Port Askaig 8 ans est issu de la distillerie Caol Ila dont les whiskies sont réputées pour leur subtile et délicate tourbe, leur texture huileuse et leurs notes d'olive verte.
Du nez à la bouche, ce whisky nous conduit justement entre tourbières et vents marins, petit feu de cheminée et bouquet fruité. Avec beaucoup de finesse, la ballade ne s'arrête pas là et intervient maintenant le vieillissement en fût ex-bourbon avec des notes de miel et de vanille qui viennent apporter un équilibre. La finale est rafraîchissante entre iodes et fumée.
Amateurs de tourbe d'Islay, ce Port Askaig est à ajouter à votre collection.",https://vandb.fr/port-askaig-8-ans-45-8-.html
AUCHENTOSHAN THREE WOOD 43%,SINGLE MALT,43.0,AUCHENTOSHAN,ECOSSE,59.9,4,0,0,10,0,0,0,4,8,Bronze profond,"Cassis, sucre brun, orange, prune, raisin","Fruits aux sirops, noisette, cannelle, citron, butterscotch",0,"Au XVIII siècle, les Lowlands étaient une des régions les plus importantes dans la production de whisky. On y dénombrait pas moins de 200 distilleries légales. Auchentoshan, créée en 1823, est de nos jours l'une des 3 distilleries encore en activité des Lowlands et compte bien perpétuer la tradition historique de la région. La particularité de cette distillerie réside dans la triple distillation, méthode habituellement réservée au malt irlandais, elle est la seule à pratiquer cette technique en Ecosse.
Pour cette édition Three Wood, l'accent est mis sur la diversité des fûts utilisés pour les vieillissements. Les fûts de bourbon apportent de la gourmandise et une touche boisée, tandis que les fûts de sherry (Oloroso puis Pedro Ximenez) libèrent des arômes d'épices et de fruits comme le cassis ou la prune. Cette combinaison de fûts offre un whisky complexe au profil fruité avec de belles notes pâtissières gouvernées par la noisette, la cannelle ou le caramel au beurre.
Il plaira aux amateurs comme aux plus connaisseurs.",https://vandb.fr/auchentoshan-three-wood-43-.html
"DOMAINES DES HAUTES GLACES MOISSONS SINGLE MALT BIO 44,8%",SINGLE MALT,44.8,DOMAINE DES HAUTES GLACES,FRANCE,89.0,4,0,0,6,10,6,0,8,4,Paille claire,"Mochi, thé, fleurs blanches, agrumes, épices, malt, fruits","Pâte d'amande, agrumes, fruits exotiques, pâtissier, plantes aromatiques, figue fraîche, chocolat noir, menthe.",0,"Domaines des Hautes Glaces est une ferme-distillerie nichée au cœur des Alpes françaises à 900 m d'altitude. Le projet de l'établissement est clair, mettre en avant son terroir grâce à des whiskies BIO et respectueux de l'environnement. Les céréales utilisées proviennent uniquement des parcelles du Domaine, des terres de montagne posées entre les massifs de Vercors, des Ecrins et de Dévoluy. Le procédé est artisanal et les volumes sont limités.
Ce single malt Moissons est issu à 100% d'orge maltée certifiée Agriculture Biologique, provenant de 3 parcelles du Domaine. Il est distillé deux fois dans les petits alambics en cuivre, chauffés au feu de bois et non à la vapeur comme beaucoup de maisons aujourd'hui. Le distillat est ensuite élevé et soutiré en fûts de chêne français selon le schéma ""pyramide"" que l'on qualifie de ""Solera"" (plus connu dans le monde du rhum).
Le challenge est relevé. Cette cuvée reflète son terroir, portée par le fruit, les céréales. L'aspect floral apporte une jolie fraîcheur, les arômes évoluent au fil de la dégustation. Un pur plaisir !",https://vandb.fr/domaines-des-hautes-glaces-moissons-single-malt-bio-44-8-.html
EVADÉ 40%,SINGLE MALT,40.0,NC,FRANCE,39.9,2,0,0,10,2,0,0,0,10,Cuivre profond,"Fruits secs, chocolat noir, miel de bruyère, pomme cuite","Tarte flambée, sirop de caramel, sirop d'érable, noix de muscade, bois précieux",0,"Le whisky français a le vent en poupe et de nombreuses marques ont vu le jour ces dernières années. C'est le cas des single malts ""Évadé"", tous droit venu du nord-est de notre chère France. Le concept est simple, du 100% made in France, de l'orge en passant par la distillation jusqu'au vieillissement, le savoir-faire est à l'honneur ! Il existe deux versions, un whisky tourbé et un non-tourbé. Intéressons nous, ici, aux spécificités de ce dernier.
Cet Évadé single malt est un assemblage de whiskies vieillis de 3 à 5 ans dans 6 types de fûts différents ! Au menu : fûts de chêne français neuf et ranci (36 mois), fûts de chêne américain neufs, ex-bourbon, ex-cognac et ex-Bourgogne (vin rouge) !
Ce subtil assemblage donne vie à un whisky riche et gourmand qui rappelle la tarte flambée, le sirop de caramel, avec une pointe de muscade. Encore un qui ne nous rendra pas moins chauvins !",https://vandb.fr/evade-40-.html
JOHNNIE WALKER GOLD LABEL RESERVE 40%,BLENDED,40.0,JOHNNIE WALKER,ROYAUME-UNI,49.9,0,4,0,10,0,0,0,2,0,Roux,"Fruits secs, doux, fumé","Miel, fumée douce, fruits sucrés, boisé",0,"L'histoire de Johnnie Walker s'est bâtie autour de l'art de l'assemblage des whiskies issus des quatre coins de l'Écosse. Toujours à la recherche d'un équilibre bien spécifique, la maison Walker s'est fait une priorité de proposer une qualité et un goût constant à ses consommateurs.
Le Gold Label réserve est un mariage heureux entre 15 malts du Speyside et des Highlands. Le master blender Jim Beverid a sélectionné ses coups de cœur de ces deux régions productrices pour donner naissance à un whisky rond et généreux. Pourquoi l'avoir appelé Gold Réserve ? En hommage à l'un des whiskies de cet assemblage, le Clynelish, dont la source d'eau est issue des colline de Kildonan où de l'or a été trouvé en 1868. Paraît-il qu'on peut encore en trouver...
Le nez est séduisant avec de belles notes miellées, boisées et légèrement fumées. La bouche est ronde, presque moelleuse, sur les fruits tropicaux et la vanille. La finale offre une belle longueur sur les notes boisées.",https://vandb.fr/johnnie-walker-gold-label-reserve-40-.html
NIKKA MIYAGIKYO 45%,SINGLE MALT,45.0,NIKKA -MIYAGIKYO,JAPON,76.0,4,0,0,4,6,10,0,10,0,Or soutenu,"Iris, orge maltée, banane, réglisse, tilleul, bois toasté, cire d'abeille","Orge maltée, herbacée, réglisse, épices, chocolat, tabac blond, coco",0,"Miyagikyo est la seconde distillerie de l'empire de Taketsuru. Ce dernier n'est autre que le père fondateur du whisky japonnais. Après un séjour en Écosse avec sa femme, Taketsuru ramène les savoirs-faire appris dans les distilleries Longmorn et James Calder notamment, au Japon. Travaillant d'abord pour Suntory, Masataka Taketsuru, encouragé par sa bien aimée, décide de construire SA distillerie. Yoichi et la marque Nikka sont nées. En 1969, 35 ans après, et le succès de Nikka étant grandissant, Taketsuru se lance dans la construction d'une seconde distillerie : Miyagikyo.
Son single malt entre notamment dans la composition de la célèbre marque Nikka. Cependant, il se suffit largement à lui même. La robe dorée aux reflets roux nous vient d'un élevage en fûts de sherry. Le nez est sur les fruits exotiques et les notes maltées. En bouche, l'orge prend toute la place pour ensuite laisser place aux notes de réglisse, d'épices et une pointe de chocolat.",https://vandb.fr/nikka-miyagikyo-45-.html
LONGMORN DISTILLER'S CHOICE 40%,SINGLE MALT,40.0,LONGMORN,ECOSSE,65.9,6,0,0,6,0,0,0,4,10,Vieil Or,"Caramel, chocolat au lait, agrumes","Épices douces, poire, caramel, pâtissier",0,"Fondée en 1894 par John Duff, la distillerie Longmorn, située dans la région du Speyside, est plutôt discrète dans le paysage des single malts. Elle commercialise peu de whiskies en son nom propre, pour le plus grand plaisir des embouteilleurs indépendants. Longmorn a la particularité de détenir de larges alambics lisses, ce qui permet de les remplir à un niveau inférieur et ainsi augmenter la surface de contact avec le cuivre lors de la distillation. Un procédé connu dans le milieu sous le nom de « kiss of the copper », littéralement traduit par « le baiser du cuivre ». Longmorn Distiller's Choice est un single malt ayant bénéficié d'un vieillissement dans 3 types de fûts différents : fût de chêne américain ex-bourbon, fût de sherry et enfin fût de chêne européen. Cela lui offre un profil plutôt rond avec des notes de caramel crémeux, une pointe d'agrumes et enfin des épices. C'est sûr, vous ne vous ennuierez pas en dégustant votre verre !",https://vandb.fr/longmorn-distiller-s-choice-40-.html
"KININVIE 23 ANS 42,6%",SINGLE MALT,42.6,KININVIE,ECOSSE,89.4,8,0,0,8,4,0,0,10,0,Or profond,"Fruits bien mûrs, vanille, caramel, subtiles notes florales","Soyeuse, boisée, cannelle, noix de muscade, zeste de citron et d’orange",23,"Kininvie est l'une des plus récentes distilleries d’Écosse. Installée à Dufftown depuis 1990, en plein cœur du Speyside, Kininvie a longtemps produit des whiskies uniquement pour fournir les blends du groupe William Grant & Sons. Il aura fallu attendre plus de 25 ans pour voir apparaître sur le marché, le premier embouteillage officiel de la marque. Mais comme le dit le dicton, tout vient à point à qui sait attendre, et ce Kininvie 23 ans en est un bel exemple.
Embouteillé en petits lots, ce single malt est un assemblage de hogsheads américains et de fûts de sherry.
Ce Kininvie offre une bouche onctueuse et subtile, avec de surprenants arômes d'agrumes, et notamment de citron. La noix de muscade ou encore la cannelle apportées par le long vieillissement du whisky, relèvent la dégustation. Il ne reste plus qu'à espérer que la distillerie n'attende pas encore un quart de siècle pour sortir son prochain single malt !",https://vandb.fr/kininvie-23-ans-42-6-.html
REDBREAST 21 ANS 46%,PURE POT STILL,46.0,MIDLETON,IRLANDE,214.0,4,0,0,10,6,0,0,0,0,Or soutenu,"Kiwi, pastèque, fruits secs, noisettes","Branches de cassissier, fruits de la passion, pêches abricotées, cannelle, gingembre, vanille, chocolat, fleurs capiteuses",21,"La distillerie Midelton vous présente une édition limitée de 21 ans d'âge.
Importée en France pendant la St Patrick en 1996, la marque Redbreast a vécu de très belles années jusqu'à devenir le whisky le plus vendu au monde ! Si cette anecdote n'est pas un gage de qualité !
On vous laisse déguster son dernier petit bijou, un 21 ans d'âge. On garde les ingrédients qui ont fait le succès de la marque : pure pot still, réalisé à partir d'orge malté et non malté. Le tout vieilli pendant 21 ans en fût d'Oloroso. Un pur plaisir à la dégustation, un bonbon de fruits exotiques mêlés aux épices et au miel.
A accorder avec un carpaccio de st jacques aux fruits de la passion. Un délice !",https://vandb.fr/redbreast-21-ans-46-.html
BLACK BOTTLE 40%,BLENDED,40.0,MULTIPLES,ECOSSE,29.9,8,6,0,6,4,0,0,0,0,Or clair,"Frais et floral, copeaux de chêne, épicé, notes de fumée.","Doux et fruité, fumée de tourbe, chêne doux, miel de fougère, poivre.",0,"Black Bottle n'est pas né de la dernière pluie ! Ce blended whisky (assemblage de whisky de malt et de grain provenant de plusieurs distilleries) a été imaginé par le maître assembleur Gordon Graham, il y a maintenant 130 ans. Après de longues recherches, il présenta le résultat à ses frères qui à l'unanimité, furent conquis par son whisky. Cette recette a traversé les années et c'est en 2004 que Ian MacMillan, nouveau master Blender, s'en est inspiré pour relancer le Black Bottle.
Fidèle à l'original, la tourbe est subtilement présente et se fond parfaitement dans l'ensemble riche et puissant en fin de bouche. Black Bottle est idéal pour braver la barrière de la tourbe et se familiariser avec ses arômes particuliers.",https://vandb.fr/black-bottle-40-.html
"KAVALAN SOLIST SHERRY SINGLE CASK STRENGHT 59,4%",SINGLE MALT,59.4,KING CAR,TAÏWAN,139.0,6,0,0,10,0,0,0,4,2,Acajou,"Fruits secs, noix, café","épices, vanille, fruits secs, noix, amande, Moka",0,"Lors que M.Lee décide de se lancer dans l'aventure whisky, il met toutes les chances de son côté. Il s'entoure des meilleurs experts, des matériaux et matériels à la pointe, mais aussi des meilleures ressources naturelles disponibles.
Ce Solist Sherry a été produit à bases d'eau de sources des montagnes de Hsuehshan, littéralement ""montagnes de neige"", qui apporte une texture particulièrement crémeuse au whisky.
Sa couleur d'une profondeur étonnante, malgré son jeune âge, le distingue de tous les autres whiskies vieillis en fut de sherry oloroso.
Le nez est complexe, sur les fruits secs, les fruits à coques et les épices. La bouche huileuse et ample est conquise par ces mêmes notes de fruits et d'épices, subtilement accompagnées par des notes de café légèrement torréfié. La finale est longue et généreuse.
Un whisky de la gamme Solist à découvrir ou à faire découvrir aux adeptes de la sherry qui souhaitent s'initier aux brut de fûts.",https://vandb.fr/kavalan-solist-sherry-single-cask-strenght-59-4-.html
PENDERYN PEATED 46%,SINGLE MALT,46.0,PENDERYN,PAYS DE GALLES,68.0,0,4,0,10,0,0,0,8,2,Paille claire,"Fumée, vanille, pomme verte, agrumes","Doux, fumée, vanille, agrumes",0,"La distillerie Penderyn a attendu l'an 2000 pour ouvrir ses portes pour le plus grand plaisir des whisky lovers qui ne pouvaient qu'espérer qu'un jour une distillerie rouvrirait ses portes au Pays de Galles.
Pas question d'être dans un plaisir de demi-mesure, la Maison Penderyn a choisi un lieu des plus idyllique pour élaborer ses eaux-de-vie de malt, entre collines, landes et cascades du Parc National des Brecon Beacons. Dans ce cadre naturel à couper le souffle, elle bénéficie d'une eau de source d'une rare pureté pour ses whiskies.
Ce paysage n'offre pas de tourbière mais qu'à cela ne tienne, un whisky tourbé peut aussi s'obtenir par le vieillissement en fût ayant contenu un whisky ex-tourbé. C'est ainsi qu'est né le Penderyn Peated.
Le nez exalte une fraîcheur fruitée avec des notes de pommes vertes et d'agrumes. Une très légère fumée entre ensuite dans la danse accompagnée par une vanille qui adoucit l'ensemble.
La bouche est douce et suave sur une trame semblable au nez, la délicate fumée de tourbe venant envelopper les arômes de fruits et de vanille.
La finale est persistante sur ce juste équilibre entre fruité, fraîcheur et fumée.
Vous pensez ne pas aimé la tourbe ? Ce single malt va certainement vous faire changer d'avis !",https://vandb.fr/penderyn-peated-46-.html
ABERLOUR CASG ANNAMH 48%,SINGLE MALT,48.0,ABERLOUR,ECOSSE,49.9,8,0,0,10,0,0,0,2,8,Ambré doré,"Cerise, fruits secs, épices fraîches, oranges confites","fruits blancs caramélisés, épices, réglisse.",0,"La mythique distillerie du Speyside : Aberlour, met en avant l'importance du fût dans la fabrication d'un whisky avec ce single malt Casg Annamh. Produit chaque année en petite quantité ""small batches"" depuis 2018, chaque bouteille porte le numéro du lot dont elle provient.
Ce whisky Casg Annamh a vieilli dans des fûts de sherry de premier remplissage soigneusement sélectionnés, mais également dans deux types de fûts de chêne américain.
Le résultat de cet assemblage précis ? Un whisky non filtré à froid titrant à 48% qui possède une belle intensité aromatique. Le mariage entre la douceur des saveurs fruitées et les notes épicées œuvre à merveille !",https://vandb.fr/aberlour-casg-annamh-48-.html
KNOCKANDO 18 ANS SLOW MATURED 43%,SINGLE MALT,43.0,KNOCKANDO,ECOSSE,56.0,4,0,0,10,0,0,0,6,8,Ambre clair,"Fruits bien mûrs, poires au sirop, mandarines, vanille, caramel","Amandes, Sherry, léger boisé",18,"Pour l'anecdote, la distillerie est la première d'Écosse à avoir bénéficié de l'électricité.
Les whiskies Knockando font partie des grands classiques des single malt du Speyside et se distinguent par leur fruité caractéristique.
Une des particularités chez Knockando est d'embouteiller ses single malt en versions millésimées.
Ce 18 ans d'âge majoritairement réservé au marché français est l'oeuvre d'Innes Shaw, le Master Distiller de Knockando depuis presque 50 ans. Son positionnement tarifaire en fait un 18 ans largement accessible et son goût l'est tout autant. Alors on fonce !",https://vandb.fr/knockando-18-ans-slow-matured-43-.html
GLEN GARIOCH FOUNDER'S RESERVE 48%,SINGLE MALT,48.0,GLEN GARIOCH,ECOSSE,43.9,4,0,0,8,2,0,0,6,6,Ambré profond,"Vanille, épices douces, pommes vertes, pamplemousse","Caramel, vanille, pomme verte, agrumes",0,"Glen Garioch est une des plus anciennes distilleries de Scotch whisky d’Écosse. Ouverte officiellement en 1797, elle ré-ouvre ses portes en 1997 après son rachat par le groupe japonais Suntory.
C'est en 2009 qu'elle créée l’événement en sortant cette cuvée Founder's Reserve, en hommage aux frères Manson, fondateurs de la distillerie, et à son renouveau 200 ans après.
Glen Garioch a su rester discrète et confidentielle au fil du temps, mais cela n'enlève rien à la qualité de ses whiskies. Founder's Reserve démontre tout le savoir-faire de la maison. Le vieillissement en chêne blanc américain offre à ce single malt des notes de butterscotch et de vanille, tandis que des arômes plus fruités de pomme verte et de pamplemousse apportent une touche d'acidité. La gourmandise est donc au rendez-vous pour ce whisky qui représente à merveille la pittoresque histoire de sa distillerie.",https://vandb.fr/glen-garioch-founder-s-reserve-48-.html
THE IRISHMAN FOUNDER'S RESERVE 40%,BLENDED MALT,40.0,MIDLETON,IRLANDE,39.9,8,0,0,10,0,0,0,2,6,Ambre,"Zeste d'agrume, épices, poivre noir, cannelle, pêche, vanille, pomme verte","Épices, chocolat noir, chêne, crème caramel, butterscotch",0,"Que peut-il bien se cacher dans la réserve d'un fondateur ? Une pépite on l'espère !
C'est ce que nous annonce en tout cas Bernard Walsh, un grand nom du whiskey irlandais qui a participé à sa relance dans les années 2000.
Il semble en effet que Mr Walsh n'est pas menti sur la marchandise. The Irishman Founder's Reserve est un assemblage de whiskeys irlandais âgés, à la fois de single malt pour 70% mais aussi de single polt still pour 30% (mélange d'orge maltée et non maltée). Ce joli petit monde est re-maturé en fûts ex-bourbon pour enfin arriver à un équilibre qui fonctionne plus que bien. C'est en tout cas l'avis que l'auteur de la bible des whiskies Jim Murray semble partagé puisqu'il lui a donné la note de 93 points en 2010.
À la dégustation, on retrouve une belle complexité au nez entre panier de fruits et bouquet d'épices. La bouche n'est pas en reste avec un boisé/toasté aux notes pâtissières qui nous laisse sur une finale à la fois longue et maltée.",https://vandb.fr/the-irishman-founder-s-reserve-40-.html
